id,name,height,weight,total_stats,hp,atk,def_,sp_atk,sp_def,spe,ev_hp,ev_atk,ev_def,ev_sp_atk,ev_sp_def,ev_spe,shape,color,capture_rate,gender_rate,growth_rate,generation,is_legendary,is_mythical,is_baby,rarity,base_experience,stage,type_1,type_2,egg_group_1,egg_group_2
493,arceus,3.2,320.0,720,120,120,120,120,120,120,3,0,0,0,0,0,quadruped,white,3,-1,slow,4,False,True,False,legendary,324,single,normal,,no-eggs,
494,victini,0.4,4.0,600,100,100,100,100,100,100,3,0,0,0,0,0,humanoid,yellow,3,-1,slow,5,False,True,False,legendary,270,single,psychic,fire,no-eggs,
495,snivy,0.6,8.1,308,45,45,55,45,55,63,0,0,0,0,0,1,upright,green,45,1,medium-slow,5,False,False,False,regular,62,s1c3,grass,,ground,plant
496,servine,0.8,16.0,413,60,60,75,60,75,83,0,0,0,0,0,2,upright,green,45,1,medium-slow,5,False,False,False,regular,145,s2c3,grass,,ground,plant
497,serperior,3.3,63.0,528,75,75,95,75,95,113,0,0,0,0,0,3,squiggle,green,45,1,medium-slow,5,False,False,False,regular,238,s3c3,grass,,ground,plant
498,tepig,0.5,9.9,308,65,63,45,45,45,45,1,0,0,0,0,0,quadruped,red,45,1,medium-slow,5,False,False,False,regular,62,s1c3,fire,,ground,
499,pignite,1.0,55.5,418,90,93,55,70,55,55,0,2,0,0,0,0,upright,red,45,1,medium-slow,5,False,False,False,regular,146,s2c3,fire,fighting,ground,
500,emboar,1.6,150.0,528,110,123,65,100,65,65,0,3,0,0,0,0,upright,red,45,1,medium-slow,5,False,False,False,regular,238,s3c3,fire,fighting,ground,
501,oshawott,0.5,5.9,308,55,55,45,63,45,45,0,0,0,1,0,0,upright,blue,45,1,medium-slow,5,False,False,False,regular,62,s1c3,water,,ground,
502,dewott,0.8,24.5,413,75,75,60,83,60,60,0,0,0,2,0,0,upright,blue,45,1,medium-slow,5,False,False,False,regular,145,s2c3,water,,ground,
503,samurott,1.5,94.6,528,95,100,85,108,70,70,0,0,0,3,0,0,quadruped,blue,45,1,medium-slow,5,False,False,False,regular,238,s3c3,water,,ground,
504,patrat,0.5,11.6,255,45,55,39,35,39,42,0,1,0,0,0,0,quadruped,brown,255,4,medium,5,False,False,False,regular,51,s1c2,normal,,ground,
505,watchog,1.1,27.0,420,60,85,69,60,69,77,0,2,0,0,0,0,upright,brown,255,4,medium,5,False,False,False,regular,147,s2c2,normal,,ground,
506,lillipup,0.4,4.1,275,45,60,45,25,45,55,0,1,0,0,0,0,quadruped,brown,255,4,medium-slow,5,False,False,False,regular,55,s1c3,normal,,ground,
507,herdier,0.9,14.7,370,65,80,65,35,65,60,0,2,0,0,0,0,quadruped,gray,120,4,medium-slow,5,False,False,False,regular,130,s2c3,normal,,ground,
508,stoutland,1.2,61.0,500,85,110,90,45,90,80,0,3,0,0,0,0,quadruped,gray,45,4,medium-slow,5,False,False,False,regular,225,s3c3,normal,,ground,
509,purrloin,0.4,10.1,281,41,50,37,50,37,66,0,0,0,0,0,1,quadruped,purple,255,4,medium,5,False,False,False,regular,56,s1c2,dark,,ground,
510,liepard,1.1,37.5,446,64,88,50,88,50,106,0,0,0,0,0,2,quadruped,purple,90,4,medium,5,False,False,False,regular,156,s2c2,dark,,ground,
511,pansage,0.6,10.5,316,50,53,48,53,48,64,0,0,0,0,0,1,upright,green,190,1,medium,5,False,False,False,regular,63,s1c2,grass,,ground,
512,simisage,1.1,30.5,498,75,98,63,98,63,101,0,0,0,0,0,2,upright,green,75,1,medium,5,False,False,False,regular,174,s2c2,grass,,ground,
513,pansear,0.6,11.0,316,50,53,48,53,48,64,0,0,0,0,0,1,upright,red,190,1,medium,5,False,False,False,regular,63,s1c2,fire,,ground,
514,simisear,1.0,28.0,498,75,98,63,98,63,101,0,0,0,0,0,2,upright,red,75,1,medium,5,False,False,False,regular,174,s2c2,fire,,ground,
515,panpour,0.6,13.5,316,50,53,48,53,48,64,0,0,0,0,0,1,upright,blue,190,1,medium,5,False,False,False,regular,63,s1c2,water,,ground,
516,simipour,1.0,29.0,498,75,98,63,98,63,101,0,0,0,0,0,2,upright,blue,75,1,medium,5,False,False,False,regular,174,s2c2,water,,ground,
517,munna,0.6,23.3,292,76,25,45,67,55,24,1,0,0,0,0,0,quadruped,pink,190,4,fast,5,False,False,False,regular,58,s1c2,psychic,,ground,
518,musharna,1.1,60.5,487,116,55,85,107,95,29,2,0,0,0,0,0,humanoid,pink,75,4,fast,5,False,False,False,regular,170,s2c2,psychic,,ground,
519,pidove,0.3,2.1,264,50,55,50,36,30,43,0,1,0,0,0,0,wings,gray,255,4,medium-slow,5,False,False,False,regular,53,s1c3,normal,flying,flying,
520,tranquill,0.6,15.0,358,62,77,62,50,42,65,0,2,0,0,0,0,wings,gray,120,4,medium-slow,5,False,False,False,regular,125,s2c3,normal,flying,flying,
521,unfezant,1.2,29.0,488,80,115,80,65,55,93,0,3,0,0,0,0,wings,gray,45,4,medium-slow,5,False,False,False,regular,220,s3c3,normal,flying,flying,
522,blitzle,0.8,29.8,295,45,60,32,50,32,76,0,0,0,0,0,1,quadruped,black,190,4,medium,5,False,False,False,regular,59,s1c2,electric,,ground,
523,zebstrika,1.6,79.5,497,75,100,63,80,63,116,0,0,0,0,0,2,quadruped,black,75,4,medium,5,False,False,False,regular,174,s2c2,electric,,ground,
524,roggenrola,0.4,18.0,280,55,75,85,25,25,15,0,0,1,0,0,0,legs,blue,255,4,medium-slow,5,False,False,False,regular,56,s1c3,rock,,mineral,
525,boldore,0.9,102.0,390,70,105,105,50,40,20,0,1,1,0,0,0,tentacles,blue,120,4,medium-slow,5,False,False,False,regular,137,s2c3,rock,,mineral,
526,gigalith,1.7,260.0,515,85,135,130,60,80,25,0,3,0,0,0,0,tentacles,blue,45,4,medium-slow,5,False,False,False,regular,232,s3c3,rock,,mineral,
527,woobat,0.4,2.1,323,65,45,43,55,43,72,0,0,0,0,0,1,wings,blue,190,4,medium,5,False,False,False,regular,65,s1c2,psychic,flying,ground,flying
528,swoobat,0.9,10.5,425,67,57,55,77,55,114,0,0,0,0,0,2,wings,blue,45,4,medium,5,False,False,False,regular,149,s2c2,psychic,flying,ground,flying
529,drilbur,0.3,8.5,328,60,85,40,30,45,68,0,1,0,0,0,0,upright,gray,120,4,medium,5,False,False,False,regular,66,s1c2,ground,,ground,
530,excadrill,0.7,40.4,508,110,135,60,50,65,88,0,2,0,0,0,0,humanoid,gray,60,4,medium,5,False,False,False,regular,178,s2c2,ground,steel,ground,
531,audino,1.1,31.0,445,103,60,86,60,86,50,2,0,0,0,0,0,upright,pink,255,4,fast,5,False,False,False,regular,390,single,normal,,fairy,
532,timburr,0.6,12.5,305,75,80,55,25,35,35,0,1,0,0,0,0,humanoid,gray,180,2,medium-slow,5,False,False,False,regular,61,s1c3,fighting,,humanshape,
533,gurdurr,1.2,40.0,405,85,105,85,40,50,40,0,2,0,0,0,0,humanoid,gray,90,2,medium-slow,5,False,False,False,regular,142,s2c3,fighting,,humanshape,
534,conkeldurr,1.4,87.0,505,105,140,95,55,65,45,0,3,0,0,0,0,humanoid,brown,45,2,medium-slow,5,False,False,False,regular,227,s3c3,fighting,,humanshape,
535,tympole,0.5,4.5,294,50,50,40,50,40,64,0,0,0,0,0,1,fish,blue,255,4,medium-slow,5,False,False,False,regular,59,s1c3,water,,water1,
536,palpitoad,0.8,17.0,384,75,65,55,65,55,69,2,0,0,0,0,0,upright,blue,120,4,medium-slow,5,False,False,False,regular,134,s2c3,water,ground,water1,
537,seismitoad,1.5,62.0,509,105,95,75,85,75,74,3,0,0,0,0,0,humanoid,blue,45,4,medium-slow,5,False,False,False,regular,229,s3c3,water,ground,water1,
538,throh,1.3,55.5,465,120,100,85,30,85,45,2,0,0,0,0,0,humanoid,red,45,0,medium,5,False,False,False,regular,163,single,fighting,,humanshape,
539,sawk,1.4,51.0,465,75,125,75,30,75,85,0,2,0,0,0,0,humanoid,blue,45,0,medium,5,False,False,False,regular,163,single,fighting,,humanshape,
540,sewaddle,0.3,2.5,310,45,53,70,40,60,42,0,0,1,0,0,0,armor,yellow,255,4,medium-slow,5,False,False,False,regular,62,s1c3,bug,grass,bug,
541,swadloon,0.5,7.3,380,55,63,90,50,80,42,0,0,2,0,0,0,arms,green,120,4,medium-slow,5,False,False,False,regular,133,s2c3,bug,grass,bug,
542,leavanny,1.2,20.5,500,75,103,80,70,80,92,0,3,0,0,0,0,humanoid,yellow,45,4,medium-slow,5,False,False,False,regular,225,s3c3,bug,grass,bug,
543,venipede,0.4,5.3,260,30,45,59,30,39,57,0,0,1,0,0,0,armor,red,255,4,medium-slow,5,False,False,False,regular,52,s1c3,bug,poison,bug,
544,whirlipede,1.2,58.5,360,40,55,99,40,79,47,0,0,2,0,0,0,ball,gray,120,4,medium-slow,5,False,False,False,regular,126,s2c3,bug,poison,bug,
545,scolipede,2.5,200.5,485,60,100,89,55,69,112,0,0,0,0,0,3,armor,red,45,4,medium-slow,5,False,False,False,regular,218,s3c3,bug,poison,bug,
546,cottonee,0.3,0.6,280,40,27,60,37,50,66,0,0,0,0,0,1,ball,green,190,4,medium,5,False,False,False,regular,56,s1c2,grass,fairy,plant,fairy
547,whimsicott,0.7,6.6,480,60,67,85,77,75,116,0,0,0,0,0,2,humanoid,green,75,4,medium,5,False,False,False,regular,168,s2c2,grass,fairy,plant,fairy
548,petilil,0.5,6.6,280,45,35,50,70,50,30,0,0,0,1,0,0,blob,green,190,8,medium,5,False,False,False,regular,56,s1c2,grass,,plant,
549,lilligant,1.1,16.3,480,70,60,75,110,75,90,0,0,0,2,0,0,blob,green,75,8,medium,5,False,False,False,regular,168,s2c2,grass,,plant,
550,basculin,1.0,18.0,460,70,92,65,80,55,98,0,0,0,0,0,2,fish,green,25,4,medium,5,False,False,False,regular,161,s1c2,water,,water2,
551,sandile,0.7,15.2,292,50,72,35,35,35,65,0,1,0,0,0,0,quadruped,brown,180,4,medium-slow,5,False,False,False,regular,58,s1c3,ground,dark,ground,
552,krokorok,1.0,33.4,351,60,82,45,45,45,74,0,2,0,0,0,0,quadruped,brown,90,4,medium-slow,5,False,False,False,regular,123,s2c3,ground,dark,ground,
553,krookodile,1.5,96.3,519,95,117,80,65,70,92,0,3,0,0,0,0,upright,red,45,4,medium-slow,5,False,False,False,regular,234,s3c3,ground,dark,ground,
554,darumaka,0.6,37.5,315,70,90,45,15,45,50,0,1,0,0,0,0,humanoid,red,120,4,medium-slow,5,False,False,False,regular,63,s1c2,fire,,ground,
555,darmanitan,1.3,92.9,480,105,140,55,30,55,95,0,2,0,0,0,0,quadruped,red,60,4,medium-slow,5,False,False,False,regular,168,s2c2,fire,,ground,
556,maractus,1.0,28.0,461,75,86,67,106,67,60,0,0,0,2,0,0,blob,green,255,4,medium,5,False,False,False,regular,161,single,grass,,plant,
557,dwebble,0.3,14.5,325,50,65,85,35,35,55,0,0,1,0,0,0,armor,red,190,4,medium,5,False,False,False,regular,65,s1c2,bug,rock,bug,mineral
558,crustle,1.4,200.0,485,70,105,125,65,75,45,0,0,2,0,0,0,armor,red,75,4,medium,5,False,False,False,regular,170,s2c2,bug,rock,bug,mineral
559,scraggy,0.6,11.8,348,50,75,70,35,70,48,0,1,0,0,0,0,upright,yellow,180,4,medium,5,False,False,False,regular,70,s1c2,dark,fighting,ground,dragon
560,scrafty,1.1,30.0,488,65,90,115,45,115,58,0,0,1,0,1,0,upright,red,90,4,medium,5,False,False,False,regular,171,s2c2,dark,fighting,ground,dragon
561,sigilyph,1.4,14.0,490,72,58,80,103,80,97,0,0,0,2,0,0,wings,black,45,4,medium,5,False,False,False,regular,172,single,psychic,flying,flying,
562,yamask,0.5,1.5,303,38,30,85,55,65,30,0,0,1,0,0,0,arms,black,190,4,medium,5,False,False,False,regular,61,s1c2,ghost,,mineral,indeterminate
563,cofagrigus,1.7,76.5,483,58,50,145,95,105,30,0,0,2,0,0,0,blob,yellow,90,4,medium,5,False,False,False,regular,169,s2c2,ghost,,mineral,indeterminate
564,tirtouga,0.7,16.5,355,54,78,103,53,45,22,0,0,1,0,0,0,quadruped,blue,45,1,medium,5,False,False,False,regular,71,s1c2,water,rock,water1,water3
565,carracosta,1.2,81.0,495,74,108,133,83,65,32,0,0,2,0,0,0,upright,blue,45,1,medium,5,False,False,False,regular,173,s2c2,water,rock,water1,water3
566,archen,0.5,9.5,401,55,112,45,74,45,70,0,1,0,0,0,0,wings,yellow,45,1,medium,5,False,False,False,regular,71,s1c2,rock,flying,flying,water3
567,archeops,1.4,32.0,567,75,140,65,112,65,110,0,2,0,0,0,0,wings,yellow,45,1,medium,5,False,False,False,regular,177,s2c2,rock,flying,flying,water3
568,trubbish,0.6,31.0,329,50,50,62,40,62,65,0,0,0,0,0,1,humanoid,green,190,4,medium,5,False,False,False,regular,66,s1c2,poison,,mineral,
569,garbodor,1.9,107.3,474,80,95,82,60,82,75,0,2,0,0,0,0,humanoid,green,60,4,medium,5,False,False,False,regular,166,s2c2,poison,,mineral,
570,zorua,0.7,12.5,330,40,65,40,80,40,65,0,0,0,1,0,0,quadruped,gray,75,1,medium-slow,5,False,False,False,regular,66,s1c2,dark,,ground,
571,zoroark,1.6,81.1,510,60,105,60,120,60,105,0,0,0,2,0,0,upright,gray,45,1,medium-slow,5,False,False,False,regular,179,s2c2,dark,,ground,
572,minccino,0.4,5.8,300,55,50,40,40,40,75,0,0,0,0,0,1,quadruped,gray,255,6,fast,5,False,False,False,regular,60,s1c2,normal,,ground,
573,cinccino,0.5,7.5,470,75,95,60,65,60,115,0,0,0,0,0,2,quadruped,gray,60,6,fast,5,False,False,False,regular,165,s2c2,normal,,ground,
574,gothita,0.4,5.8,290,45,30,50,55,65,45,0,0,0,0,1,0,humanoid,purple,200,6,medium-slow,5,False,False,False,regular,58,s1c3,psychic,,humanshape,
575,gothorita,0.7,18.0,390,60,45,70,75,85,55,0,0,0,0,2,0,humanoid,purple,100,6,medium-slow,5,False,False,False,regular,137,s2c3,psychic,,humanshape,
576,gothitelle,1.5,44.0,490,70,55,95,95,110,65,0,0,0,0,3,0,humanoid,purple,50,6,medium-slow,5,False,False,False,regular,221,s3c3,psychic,,humanshape,
577,solosis,0.3,1.0,290,45,30,40,105,50,20,0,0,0,1,0,0,ball,green,200,4,medium-slow,5,False,False,False,regular,58,s1c3,psychic,,indeterminate,
578,duosion,0.6,8.0,370,65,40,50,125,60,30,0,0,0,2,0,0,ball,green,100,4,medium-slow,5,False,False,False,regular,130,s2c3,psychic,,indeterminate,
579,reuniclus,1.0,20.1,490,110,65,75,125,85,30,0,0,0,3,0,0,arms,green,50,4,medium-slow,5,False,False,False,regular,221,s3c3,psychic,,indeterminate,
580,ducklett,0.5,5.5,305,62,44,50,44,50,55,1,0,0,0,0,0,wings,blue,190,4,medium,5,False,False,False,regular,61,s1c2,water,flying,water1,flying
581,swanna,1.3,24.2,473,75,87,63,87,63,98,0,0,0,0,0,2,wings,white,45,4,medium,5,False,False,False,regular,166,s2c2,water,flying,water1,flying
582,vanillite,0.4,5.7,305,36,50,50,65,60,44,0,0,0,1,0,0,blob,white,255,4,slow,5,False,False,False,regular,61,s1c3,ice,,mineral,
583,vanillish,1.1,41.0,395,51,65,65,80,75,59,0,0,0,2,0,0,blob,white,120,4,slow,5,False,False,False,regular,138,s2c3,ice,,mineral,
584,vanilluxe,1.3,57.5,535,71,95,85,110,95,79,0,0,0,3,0,0,heads,white,45,4,slow,5,False,False,False,regular,241,s3c3,ice,,mineral,
585,deerling,0.6,19.5,335,60,60,50,40,50,75,0,0,0,0,0,1,quadruped,pink,190,4,medium,5,False,False,False,regular,67,s1c2,normal,grass,ground,
586,sawsbuck,1.9,92.5,475,80,100,70,60,70,95,0,2,0,0,0,0,quadruped,brown,75,4,medium,5,False,False,False,regular,166,s2c2,normal,grass,ground,
587,emolga,0.4,5.0,428,55,75,60,75,60,103,0,0,0,0,0,2,quadruped,white,200,4,medium,5,False,False,False,regular,150,single,electric,flying,ground,
588,karrablast,0.5,5.9,315,50,75,45,40,45,60,0,1,0,0,0,0,humanoid,blue,200,4,medium,5,False,False,False,regular,63,s1c2,bug,,bug,
589,escavalier,1.0,33.0,495,70,135,105,60,105,20,0,2,0,0,0,0,arms,gray,75,4,medium,5,False,False,False,regular,173,s2c2,bug,steel,bug,
590,foongus,0.2,1.0,294,69,55,45,55,55,15,1,0,0,0,0,0,arms,white,190,4,medium,5,False,False,False,regular,59,s1c2,grass,poison,plant,
591,amoonguss,0.6,10.5,464,114,85,70,85,80,30,2,0,0,0,0,0,arms,white,75,4,medium,5,False,False,False,regular,162,s2c2,grass,poison,plant,
592,frillish,1.2,33.0,335,55,40,50,65,85,40,0,0,0,0,1,0,tentacles,white,190,4,medium,5,False,False,False,regular,67,s1c2,water,ghost,indeterminate,
593,jellicent,2.2,135.0,480,100,60,70,85,105,60,0,0,0,0,2,0,tentacles,white,60,4,medium,5,False,False,False,regular,168,s2c2,water,ghost,indeterminate,
594,alomomola,1.2,31.6,470,165,75,80,40,45,65,2,0,0,0,0,0,fish,pink,75,4,fast,5,False,False,False,regular,165,single,water,,water1,water2
595,joltik,0.1,0.6,319,50,47,50,57,50,65,0,0,0,0,0,1,armor,yellow,190,4,medium,5,False,False,False,regular,64,s1c2,bug,electric,bug,
596,galvantula,0.8,14.3,472,70,77,60,97,60,108,0,0,0,0,0,2,armor,yellow,75,4,medium,5,False,False,False,regular,165,s2c2,bug,electric,bug,
597,ferroseed,0.6,18.8,305,44,50,91,24,86,10,0,0,1,0,0,0,ball,gray,255,4,medium,5,False,False,False,regular,61,s1c2,grass,steel,plant,mineral
598,ferrothorn,1.0,110.0,489,74,94,131,54,116,20,0,0,2,0,0,0,tentacles,gray,90,4,medium,5,False,False,False,regular,171,s2c2,grass,steel,plant,mineral
599,klink,0.3,21.0,300,40,55,70,45,60,30,0,0,1,0,0,0,heads,gray,130,-1,medium-slow,5,False,False,False,regular,60,s1c3,steel,,mineral,
600,klang,0.6,51.0,440,60,80,95,70,85,50,0,0,2,0,0,0,heads,gray,60,-1,medium-slow,5,False,False,False,regular,154,s2c3,steel,,mineral,
601,klinklang,0.6,81.0,520,60,100,115,70,85,90,0,0,3,0,0,0,heads,gray,30,-1,medium-slow,5,False,False,False,regular,234,s3c3,steel,,mineral,
602,tynamo,0.2,0.3,275,35,55,40,45,40,60,0,0,0,0,0,1,fish,white,190,4,slow,5,False,False,False,regular,55,s1c3,electric,,indeterminate,
603,eelektrik,1.2,22.0,405,65,85,70,75,70,40,0,2,0,0,0,0,fish,blue,60,4,slow,5,False,False,False,regular,142,s2c3,electric,,indeterminate,
604,eelektross,2.1,80.5,515,85,115,80,105,80,50,0,3,0,0,0,0,fish,blue,30,4,slow,5,False,False,False,regular,232,s3c3,electric,,indeterminate,
605,elgyem,0.5,9.0,335,55,55,55,85,55,30,0,0,0,1,0,0,upright,blue,255,4,medium,5,False,False,False,regular,67,s1c2,psychic,,humanshape,
606,beheeyem,1.0,34.5,485,75,75,75,125,95,40,0,0,0,2,0,0,humanoid,brown,90,4,medium,5,False,False,False,regular,170,s2c2,psychic,,humanshape,
607,litwick,0.3,3.1,275,50,30,55,65,55,20,0,0,0,1,0,0,blob,white,190,4,medium-slow,5,False,False,False,regular,55,s1c3,ghost,fire,indeterminate,
608,lampent,0.6,13.0,370,60,40,60,95,60,55,0,0,0,2,0,0,arms,black,90,4,medium-slow,5,False,False,False,regular,130,s2c3,ghost,fire,indeterminate,
609,chandelure,1.0,34.3,520,60,55,90,145,90,80,0,0,0,3,0,0,arms,black,45,4,medium-slow,5,False,False,False,regular,234,s3c3,ghost,fire,indeterminate,
610,axew,0.6,18.0,320,46,87,60,30,40,57,0,1,0,0,0,0,upright,green,75,4,slow,5,False,False,False,regular,64,s1c3,dragon,,monster,dragon
611,fraxure,1.0,36.0,410,66,117,70,40,50,67,0,2,0,0,0,0,upright,green,60,4,slow,5,False,False,False,regular,144,s2c3,dragon,,monster,dragon
612,haxorus,1.8,105.5,540,76,147,90,60,70,97,0,3,0,0,0,0,upright,yellow,45,4,slow,5,False,False,False,regular,243,s3c3,dragon,,monster,dragon
613,cubchoo,0.5,8.5,305,55,70,40,60,40,40,0,1,0,0,0,0,upright,white,120,4,medium,5,False,False,False,regular,61,s1c2,ice,,ground,
614,beartic,2.6,260.0,505,95,130,80,70,80,50,0,2,0,0,0,0,quadruped,white,60,4,medium,5,False,False,False,regular,177,s2c2,ice,,ground,
615,cryogonal,1.1,148.0,515,80,50,50,95,135,105,0,0,0,0,2,0,ball,blue,25,-1,medium,5,False,False,False,regular,180,single,ice,,mineral,
616,shelmet,0.4,7.7,305,50,40,85,40,65,25,0,0,1,0,0,0,ball,red,200,4,medium,5,False,False,False,regular,61,s1c2,bug,,bug,
617,accelgor,0.8,25.3,495,80,70,40,100,60,145,0,0,0,0,0,2,arms,red,75,4,medium,5,False,False,False,regular,173,s2c2,bug,,bug,
618,stunfisk,0.7,11.0,471,109,66,84,81,99,32,2,0,0,0,0,0,fish,brown,75,4,medium,5,False,False,False,regular,165,single,ground,electric,water1,indeterminate
619,mienfoo,0.9,20.0,350,45,85,50,55,50,65,0,1,0,0,0,0,upright,yellow,180,4,medium-slow,5,False,False,False,regular,70,s1c2,fighting,,ground,humanshape
620,mienshao,1.4,35.5,510,65,125,60,95,60,105,0,2,0,0,0,0,upright,purple,45,4,medium-slow,5,False,False,False,regular,179,s2c2,fighting,,ground,humanshape
621,druddigon,1.6,139.0,485,77,120,90,60,90,48,0,2,0,0,0,0,upright,red,45,4,medium,5,False,False,False,regular,170,single,dragon,,dragon,monster
622,golett,1.0,92.0,303,59,74,50,35,50,35,0,1,0,0,0,0,humanoid,green,190,-1,medium,5,False,False,False,regular,61,s1c2,ground,ghost,mineral,
623,golurk,2.8,330.0,483,89,124,80,55,80,55,0,2,0,0,0,0,humanoid,green,90,-1,medium,5,False,False,False,regular,169,s2c2,ground,ghost,mineral,
624,pawniard,0.5,10.2,340,45,85,70,40,40,60,0,1,0,0,0,0,humanoid,red,120,4,medium,5,False,False,False,regular,68,s1c3,dark,steel,humanshape,
625,bisharp,1.6,70.0,490,65,125,100,60,70,70,0,2,0,0,0,0,humanoid,red,45,4,medium,5,False,False,False,regular,172,s2c3,dark,steel,humanshape,
626,bouffalant,1.6,94.6,490,95,110,95,40,95,55,0,2,0,0,0,0,quadruped,brown,45,4,medium,5,False,False,False,regular,172,single,normal,,ground,
627,rufflet,0.5,10.5,350,70,83,50,37,50,60,0,1,0,0,0,0,wings,white,190,0,slow,5,False,False,False,regular,70,s1c2,normal,flying,flying,
628,braviary,1.5,41.0,510,100,123,75,57,75,80,0,2,0,0,0,0,wings,red,60,0,slow,5,False,False,False,regular,179,s2c2,normal,flying,flying,
629,vullaby,0.5,9.0,370,70,55,75,45,65,60,0,0,1,0,0,0,wings,brown,190,8,slow,5,False,False,False,regular,74,s1c2,dark,flying,flying,
630,mandibuzz,1.2,39.5,510,110,65,105,55,95,80,0,0,0,2,0,0,wings,brown,60,8,slow,5,False,False,False,regular,179,s2c2,dark,flying,flying,
631,heatmor,1.4,58.0,484,85,97,66,105,66,65,0,0,0,2,0,0,upright,red,90,4,medium,5,False,False,False,regular,169,single,fire,,ground,
632,durant,0.3,33.0,484,58,109,112,48,48,109,0,0,2,0,0,0,armor,gray,90,4,medium,5,False,False,False,regular,169,single,bug,steel,bug,
633,deino,0.8,17.3,300,52,65,50,45,50,38,0,1,0,0,0,0,quadruped,blue,45,4,slow,5,False,False,False,regular,60,s1c3,dark,dragon,dragon,
634,zweilous,1.4,50.0,420,72,85,70,65,70,58,0,2,0,0,0,0,quadruped,blue,45,4,slow,5,False,False,False,regular,147,s2c3,dark,dragon,dragon,
635,hydreigon,1.8,160.0,600,92,105,90,125,90,98,0,0,0,3,0,0,upright,blue,45,4,slow,5,False,False,False,regular,270,s3c3,dark,dragon,dragon,
636,larvesta,1.1,28.8,360,55,85,55,50,55,60,0,1,0,0,0,0,armor,white,45,4,slow,5,False,False,False,regular,72,s1c2,bug,fire,bug,
637,volcarona,1.6,46.0,550,85,60,65,135,105,100,0,0,0,3,0,0,bug-wings,white,15,4,slow,5,False,False,False,regular,248,s2c2,bug,fire,bug,
638,cobalion,2.1,250.0,580,91,90,129,90,72,108,0,0,3,0,0,0,quadruped,blue,3,-1,slow,5,True,False,False,legendary,261,single,steel,fighting,no-eggs,
639,terrakion,1.9,260.0,580,91,129,90,72,90,108,0,3,0,0,0,0,quadruped,gray,3,-1,slow,5,True,False,False,legendary,261,single,rock,fighting,no-eggs,
640,virizion,2.0,200.0,580,91,90,72,90,129,108,0,0,0,0,3,0,quadruped,green,3,-1,slow,5,True,False,False,legendary,261,single,grass,fighting,no-eggs,
641,tornadus,1.5,63.0,580,79,115,70,125,80,111,0,3,0,0,0,0,arms,green,3,0,slow,5,True,False,False,legendary,261,single,flying,,no-eggs,
642,thundurus,1.5,61.0,580,79,115,70,125,80,111,0,3,0,0,0,0,arms,blue,3,0,slow,5,True,False,False,legendary,261,single,electric,flying,no-eggs,
643,reshiram,3.2,330.0,680,100,120,100,150,120,90,0,0,0,3,0,0,wings,white,3,-1,slow,5,True,False,False,legendary,306,single,dragon,fire,no-eggs,
644,zekrom,2.9,345.0,680,100,150,120,120,100,90,0,3,0,0,0,0,upright,black,3,-1,slow,5,True,False,False,legendary,306,single,dragon,electric,no-eggs,
645,landorus,1.5,68.0,600,89,125,90,115,80,101,0,0,0,3,0,0,arms,brown,3,0,slow,5,True,False,False,legendary,270,single,ground,flying,no-eggs,
646,kyurem,3.0,325.0,660,125,130,90,130,90,95,1,1,0,1,0,0,upright,gray,3,-1,slow,5,True,False,False,legendary,297,single,dragon,ice,no-eggs,
647,keldeo,1.4,48.5,580,91,72,90,129,90,108,0,0,0,3,0,0,quadruped,yellow,3,-1,slow,5,False,True,False,legendary,261,single,water,fighting,no-eggs,
648,meloetta,0.6,6.5,600,100,77,77,128,128,90,0,0,0,1,1,1,humanoid,white,3,-1,slow,5,False,True,False,legendary,270,single,normal,psychic,no-eggs,
649,genesect,1.5,82.5,600,71,120,95,120,95,99,0,1,0,1,0,1,humanoid,purple,3,-1,slow,5,False,True,False,legendary,270,single,bug,steel,no-eggs,
650,chespin,0.4,9.0,313,56,61,65,48,45,38,0,0,1,0,0,0,upright,green,45,1,medium-slow,6,False,False,False,regular,63,s1c3,grass,,ground,
651,quilladin,0.7,29.0,405,61,78,95,56,58,57,0,0,2,0,0,0,upright,green,45,1,medium-slow,6,False,False,False,regular,142,s2c3,grass,,ground,
652,chesnaught,1.6,90.0,530,88,107,122,74,75,64,0,0,3,0,0,0,upright,green,45,1,medium-slow,6,False,False,False,regular,239,s3c3,grass,fighting,ground,
653,fennekin,0.4,9.4,307,40,45,40,62,60,60,0,0,0,1,0,0,quadruped,red,45,1,medium-slow,6,False,False,False,regular,61,s1c3,fire,,ground,
654,braixen,1.0,14.5,409,59,59,58,90,70,73,0,0,0,2,0,0,upright,red,45,1,medium-slow,6,False,False,False,regular,143,s2c3,fire,,ground,
655,delphox,1.5,39.0,534,75,69,72,114,100,104,0,0,0,3,0,0,upright,red,45,1,medium-slow,6,False,False,False,regular,240,s3c3,fire,psychic,ground,
656,froakie,0.3,7.0,314,41,56,40,62,44,71,0,0,0,0,0,1,quadruped,blue,45,1,medium-slow,6,False,False,False,regular,63,s1c3,water,,water1,
657,frogadier,0.6,10.9,405,54,63,52,83,56,97,0,0,0,0,0,2,humanoid,blue,45,1,medium-slow,6,False,False,False,regular,142,s2c3,water,,water1,
658,greninja,1.5,40.0,530,72,95,67,103,71,122,0,0,0,0,0,3,humanoid,blue,45,1,medium-slow,6,False,False,False,regular,239,s3c3,water,dark,water1,
