id,name,types,height,weight,total_stats,hp,atk,def_,sp_atk,sp_def,spe,ev_hp,ev_atk,ev_def,ev_sp_atk,ev_sp_def,ev_spe,shape,color,capture_rate,gender_rate,growth_rate,generation,egg_groups,is_legendary,is_mythical,is_baby,category,base_experience,stage
500,emboar,fire | fighting,1.6,150.0,528,110,123,65,100,65,65,0,3,0,0,0,0,upright,red,45,1,medium-slow,5,ground,False,False,False,regular,238,s3c3
501,oshawott,water,0.5,5.9,308,55,55,45,63,45,45,0,0,0,1,0,0,upright,blue,45,1,medium-slow,5,ground,False,False,False,regular,62,s1c3
502,dewott,water,0.8,24.5,413,75,75,60,83,60,60,0,0,0,2,0,0,upright,blue,45,1,medium-slow,5,ground,False,False,False,regular,145,s2c3
503,samurott,water,1.5,94.6,528,95,100,85,108,70,70,0,0,0,3,0,0,quadruped,blue,45,1,medium-slow,5,ground,False,False,False,regular,238,s3c3
504,patrat,normal,0.5,11.6,255,45,55,39,35,39,42,0,1,0,0,0,0,quadruped,brown,255,4,medium,5,ground,False,False,False,regular,51,s1c2
505,watchog,normal,1.1,27.0,420,60,85,69,60,69,77,0,2,0,0,0,0,upright,brown,255,4,medium,5,ground,False,False,False,regular,147,s2c2
506,lillipup,normal,0.4,4.1,275,45,60,45,25,45,55,0,1,0,0,0,0,quadruped,brown,255,4,medium-slow,5,ground,False,False,False,regular,55,s1c3
507,herdier,normal,0.9,14.7,370,65,80,65,35,65,60,0,2,0,0,0,0,quadruped,gray,120,4,medium-slow,5,ground,False,False,False,regular,130,s2c3
508,stoutland,normal,1.2,61.0,500,85,110,90,45,90,80,0,3,0,0,0,0,quadruped,gray,45,4,medium-slow,5,ground,False,False,False,regular,225,s3c3
509,purrloin,dark,0.4,10.1,281,41,50,37,50,37,66,0,0,0,0,0,1,quadruped,purple,255,4,medium,5,ground,False,False,False,regular,56,s1c2
510,liepard,dark,1.1,37.5,446,64,88,50,88,50,106,0,0,0,0,0,2,quadruped,purple,90,4,medium,5,ground,False,False,False,regular,156,s2c2
511,pansage,grass,0.6,10.5,316,50,53,48,53,48,64,0,0,0,0,0,1,upright,green,190,1,medium,5,ground,False,False,False,regular,63,s1c2
512,simisage,grass,1.1,30.5,498,75,98,63,98,63,101,0,0,0,0,0,2,upright,green,75,1,medium,5,ground,False,False,False,regular,174,s2c2
513,pansear,fire,0.6,11.0,316,50,53,48,53,48,64,0,0,0,0,0,1,upright,red,190,1,medium,5,ground,False,False,False,regular,63,s1c2
514,simisear,fire,1.0,28.0,498,75,98,63,98,63,101,0,0,0,0,0,2,upright,red,75,1,medium,5,ground,False,False,False,regular,174,s2c2
515,panpour,water,0.6,13.5,316,50,53,48,53,48,64,0,0,0,0,0,1,upright,blue,190,1,medium,5,ground,False,False,False,regular,63,s1c2
516,simipour,water,1.0,29.0,498,75,98,63,98,63,101,0,0,0,0,0,2,upright,blue,75,1,medium,5,ground,False,False,False,regular,174,s2c2
517,munna,psychic,0.6,23.3,292,76,25,45,67,55,24,1,0,0,0,0,0,quadruped,pink,190,4,fast,5,ground,False,False,False,regular,58,s1c2
518,musharna,psychic,1.1,60.5,487,116,55,85,107,95,29,2,0,0,0,0,0,humanoid,pink,75,4,fast,5,ground,False,False,False,regular,170,s2c2
519,pidove,normal | flying,0.3,2.1,264,50,55,50,36,30,43,0,1,0,0,0,0,wings,gray,255,4,medium-slow,5,flying,False,False,False,regular,53,s1c3
520,tranquill,normal | flying,0.6,15.0,358,62,77,62,50,42,65,0,2,0,0,0,0,wings,gray,120,4,medium-slow,5,flying,False,False,False,regular,125,s2c3
521,unfezant,normal | flying,1.2,29.0,488,80,115,80,65,55,93,0,3,0,0,0,0,wings,gray,45,4,medium-slow,5,flying,False,False,False,regular,220,s3c3
522,blitzle,electric,0.8,29.8,295,45,60,32,50,32,76,0,0,0,0,0,1,quadruped,black,190,4,medium,5,ground,False,False,False,regular,59,s1c2
523,zebstrika,electric,1.6,79.5,497,75,100,63,80,63,116,0,0,0,0,0,2,quadruped,black,75,4,medium,5,ground,False,False,False,regular,174,s2c2
524,roggenrola,rock,0.4,18.0,280,55,75,85,25,25,15,0,0,1,0,0,0,legs,blue,255,4,medium-slow,5,mineral,False,False,False,regular,56,s1c3
525,boldore,rock,0.9,102.0,390,70,105,105,50,40,20,0,1,1,0,0,0,tentacles,blue,120,4,medium-slow,5,mineral,False,False,False,regular,137,s2c3
526,gigalith,rock,1.7,260.0,515,85,135,130,60,80,25,0,3,0,0,0,0,tentacles,blue,45,4,medium-slow,5,mineral,False,False,False,regular,232,s3c3
527,woobat,psychic | flying,0.4,2.1,323,65,45,43,55,43,72,0,0,0,0,0,1,wings,blue,190,4,medium,5,ground | flying,False,False,False,regular,65,s1c2
528,swoobat,psychic | flying,0.9,10.5,425,67,57,55,77,55,114,0,0,0,0,0,2,wings,blue,45,4,medium,5,ground | flying,False,False,False,regular,149,s2c2
529,drilbur,ground,0.3,8.5,328,60,85,40,30,45,68,0,1,0,0,0,0,upright,gray,120,4,medium,5,ground,False,False,False,regular,66,s1c2
530,excadrill,ground | steel,0.7,40.4,508,110,135,60,50,65,88,0,2,0,0,0,0,humanoid,gray,60,4,medium,5,ground,False,False,False,regular,178,s2c2
531,audino,normal,1.1,31.0,445,103,60,86,60,86,50,2,0,0,0,0,0,upright,pink,255,4,fast,5,fairy,False,False,False,regular,390,single
532,timburr,fighting,0.6,12.5,305,75,80,55,25,35,35,0,1,0,0,0,0,humanoid,gray,180,2,medium-slow,5,humanshape,False,False,False,regular,61,s1c3
533,gurdurr,fighting,1.2,40.0,405,85,105,85,40,50,40,0,2,0,0,0,0,humanoid,gray,90,2,medium-slow,5,humanshape,False,False,False,regular,142,s2c3
534,conkeldurr,fighting,1.4,87.0,505,105,140,95,55,65,45,0,3,0,0,0,0,humanoid,brown,45,2,medium-slow,5,humanshape,False,False,False,regular,227,s3c3
535,tympole,water,0.5,4.5,294,50,50,40,50,40,64,0,0,0,0,0,1,fish,blue,255,4,medium-slow,5,water1,False,False,False,regular,59,s1c3
536,palpitoad,water | ground,0.8,17.0,384,75,65,55,65,55,69,2,0,0,0,0,0,upright,blue,120,4,medium-slow,5,water1,False,False,False,regular,134,s2c3
537,seismitoad,water | ground,1.5,62.0,509,105,95,75,85,75,74,3,0,0,0,0,0,humanoid,blue,45,4,medium-slow,5,water1,False,False,False,regular,229,s3c3
538,throh,fighting,1.3,55.5,465,120,100,85,30,85,45,2,0,0,0,0,0,humanoid,red,45,0,medium,5,humanshape,False,False,False,regular,163,single
539,sawk,fighting,1.4,51.0,465,75,125,75,30,75,85,0,2,0,0,0,0,humanoid,blue,45,0,medium,5,humanshape,False,False,False,regular,163,single
540,sewaddle,bug | grass,0.3,2.5,310,45,53,70,40,60,42,0,0,1,0,0,0,armor,yellow,255,4,medium-slow,5,bug,False,False,False,regular,62,s1c3
541,swadloon,bug | grass,0.5,7.3,380,55,63,90,50,80,42,0,0,2,0,0,0,arms,green,120,4,medium-slow,5,bug,False,False,False,regular,133,s2c3
542,leavanny,bug | grass,1.2,20.5,500,75,103,80,70,80,92,0,3,0,0,0,0,humanoid,yellow,45,4,medium-slow,5,bug,False,False,False,regular,225,s3c3
543,venipede,bug | poison,0.4,5.3,260,30,45,59,30,39,57,0,0,1,0,0,0,armor,red,255,4,medium-slow,5,bug,False,False,False,regular,52,s1c3
544,whirlipede,bug | poison,1.2,58.5,360,40,55,99,40,79,47,0,0,2,0,0,0,ball,gray,120,4,medium-slow,5,bug,False,False,False,regular,126,s2c3
545,scolipede,bug | poison,2.5,200.5,485,60,100,89,55,69,112,0,0,0,0,0,3,armor,red,45,4,medium-slow,5,bug,False,False,False,regular,218,s3c3
546,cottonee,grass | fairy,0.3,0.6,280,40,27,60,37,50,66,0,0,0,0,0,1,ball,green,190,4,medium,5,plant | fairy,False,False,False,regular,56,s1c2
547,whimsicott,grass | fairy,0.7,6.6,480,60,67,85,77,75,116,0,0,0,0,0,2,humanoid,green,75,4,medium,5,plant | fairy,False,False,False,regular,168,s2c2
548,petilil,grass,0.5,6.6,280,45,35,50,70,50,30,0,0,0,1,0,0,blob,green,190,8,medium,5,plant,False,False,False,regular,56,s1c2
549,lilligant,grass,1.1,16.3,480,70,60,75,110,75,90,0,0,0,2,0,0,blob,green,75,8,medium,5,plant,False,False,False,regular,168,s2c2
550,basculin-red-striped,water,1.0,18.0,460,70,92,65,80,55,98,0,0,0,0,0,2,fish,green,25,4,medium,5,water2,False,False,False,regular,161,s1c2
551,sandile,ground | dark,0.7,15.2,292,50,72,35,35,35,65,0,1,0,0,0,0,quadruped,brown,180,4,medium-slow,5,ground,False,False,False,regular,58,s1c3
552,krokorok,ground | dark,1.0,33.4,351,60,82,45,45,45,74,0,2,0,0,0,0,quadruped,brown,90,4,medium-slow,5,ground,False,False,False,regular,123,s2c3
553,krookodile,ground | dark,1.5,96.3,519,95,117,80,65,70,92,0,3,0,0,0,0,upright,red,45,4,medium-slow,5,ground,False,False,False,regular,234,s3c3
554,darumaka,fire,0.6,37.5,315,70,90,45,15,45,50,0,1,0,0,0,0,humanoid,red,120,4,medium-slow,5,ground,False,False,False,regular,63,s1c2
555,darmanitan-standard,fire,1.3,92.9,480,105,140,55,30,55,95,0,2,0,0,0,0,quadruped,red,60,4,medium-slow,5,ground,False,False,False,regular,168,s2c2
556,maractus,grass,1.0,28.0,461,75,86,67,106,67,60,0,0,0,2,0,0,blob,green,255,4,medium,5,plant,False,False,False,regular,161,single
557,dwebble,bug | rock,0.3,14.5,325,50,65,85,35,35,55,0,0,1,0,0,0,armor,red,190,4,medium,5,bug | mineral,False,False,False,regular,65,s1c2
558,crustle,bug | rock,1.4,200.0,485,70,105,125,65,75,45,0,0,2,0,0,0,armor,red,75,4,medium,5,bug | mineral,False,False,False,regular,170,s2c2
559,scraggy,dark | fighting,0.6,11.8,348,50,75,70,35,70,48,0,1,0,0,0,0,upright,yellow,180,4,medium,5,ground | dragon,False,False,False,regular,70,s1c2
560,scrafty,dark | fighting,1.1,30.0,488,65,90,115,45,115,58,0,0,1,0,1,0,upright,red,90,4,medium,5,ground | dragon,False,False,False,regular,171,s2c2
561,sigilyph,psychic | flying,1.4,14.0,490,72,58,80,103,80,97,0,0,0,2,0,0,wings,black,45,4,medium,5,flying,False,False,False,regular,172,single
562,yamask,ghost,0.5,1.5,303,38,30,85,55,65,30,0,0,1,0,0,0,arms,black,190,4,medium,5,mineral | indeterminate,False,False,False,regular,61,s1c2
563,cofagrigus,ghost,1.7,76.5,483,58,50,145,95,105,30,0,0,2,0,0,0,blob,yellow,90,4,medium,5,mineral | indeterminate,False,False,False,regular,169,s2c2
564,tirtouga,water | rock,0.7,16.5,355,54,78,103,53,45,22,0,0,1,0,0,0,quadruped,blue,45,1,medium,5,water1 | water3,False,False,False,regular,71,s1c2
565,carracosta,water | rock,1.2,81.0,495,74,108,133,83,65,32,0,0,2,0,0,0,upright,blue,45,1,medium,5,water1 | water3,False,False,False,regular,173,s2c2
566,archen,rock | flying,0.5,9.5,401,55,112,45,74,45,70,0,1,0,0,0,0,wings,yellow,45,1,medium,5,flying | water3,False,False,False,regular,71,s1c2
567,archeops,rock | flying,1.4,32.0,567,75,140,65,112,65,110,0,2,0,0,0,0,wings,yellow,45,1,medium,5,flying | water3,False,False,False,regular,177,s2c2
568,trubbish,poison,0.6,31.0,329,50,50,62,40,62,65,0,0,0,0,0,1,humanoid,green,190,4,medium,5,mineral,False,False,False,regular,66,s1c2
569,garbodor,poison,1.9,107.3,474,80,95,82,60,82,75,0,2,0,0,0,0,humanoid,green,60,4,medium,5,mineral,False,False,False,regular,166,s2c2
570,zorua,dark,0.7,12.5,330,40,65,40,80,40,65,0,0,0,1,0,0,quadruped,gray,75,1,medium-slow,5,ground,False,False,False,regular,66,s1c2
571,zoroark,dark,1.6,81.1,510,60,105,60,120,60,105,0,0,0,2,0,0,upright,gray,45,1,medium-slow,5,ground,False,False,False,regular,179,s2c2
572,minccino,normal,0.4,5.8,300,55,50,40,40,40,75,0,0,0,0,0,1,quadruped,gray,255,6,fast,5,ground,False,False,False,regular,60,s1c2
573,cinccino,normal,0.5,7.5,470,75,95,60,65,60,115,0,0,0,0,0,2,quadruped,gray,60,6,fast,5,ground,False,False,False,regular,165,s2c2
574,gothita,psychic,0.4,5.8,290,45,30,50,55,65,45,0,0,0,0,1,0,humanoid,purple,200,6,medium-slow,5,humanshape,False,False,False,regular,58,s1c3
575,gothorita,psychic,0.7,18.0,390,60,45,70,75,85,55,0,0,0,0,2,0,humanoid,purple,100,6,medium-slow,5,humanshape,False,False,False,regular,137,s2c3
576,gothitelle,psychic,1.5,44.0,490,70,55,95,95,110,65,0,0,0,0,3,0,humanoid,purple,50,6,medium-slow,5,humanshape,False,False,False,regular,221,s3c3
577,solosis,psychic,0.3,1.0,290,45,30,40,105,50,20,0,0,0,1,0,0,ball,green,200,4,medium-slow,5,indeterminate,False,False,False,regular,58,s1c3
578,duosion,psychic,0.6,8.0,370,65,40,50,125,60,30,0,0,0,2,0,0,ball,green,100,4,medium-slow,5,indeterminate,False,False,False,regular,130,s2c3
579,reuniclus,psychic,1.0,20.1,490,110,65,75,125,85,30,0,0,0,3,0,0,arms,green,50,4,medium-slow,5,indeterminate,False,False,False,regular,221,s3c3
580,ducklett,water | flying,0.5,5.5,305,62,44,50,44,50,55,1,0,0,0,0,0,wings,blue,190,4,medium,5,water1 | flying,False,False,False,regular,61,s1c2
581,swanna,water | flying,1.3,24.2,473,75,87,63,87,63,98,0,0,0,0,0,2,wings,white,45,4,medium,5,water1 | flying,False,False,False,regular,166,s2c2
582,vanillite,ice,0.4,5.7,305,36,50,50,65,60,44,0,0,0,1,0,0,blob,white,255,4,slow,5,mineral,False,False,False,regular,61,s1c3
583,vanillish,ice,1.1,41.0,395,51,65,65,80,75,59,0,0,0,2,0,0,blob,white,120,4,slow,5,mineral,False,False,False,regular,138,s2c3
584,vanilluxe,ice,1.3,57.5,535,71,95,85,110,95,79,0,0,0,3,0,0,heads,white,45,4,slow,5,mineral,False,False,False,regular,241,s3c3
585,deerling,normal | grass,0.6,19.5,335,60,60,50,40,50,75,0,0,0,0,0,1,quadruped,pink,190,4,medium,5,ground,False,False,False,regular,67,s1c2
586,sawsbuck,normal | grass,1.9,92.5,475,80,100,70,60,70,95,0,2,0,0,0,0,quadruped,brown,75,4,medium,5,ground,False,False,False,regular,166,s2c2
587,emolga,electric | flying,0.4,5.0,428,55,75,60,75,60,103,0,0,0,0,0,2,quadruped,white,200,4,medium,5,ground,False,False,False,regular,150,single
588,karrablast,bug,0.5,5.9,315,50,75,45,40,45,60,0,1,0,0,0,0,humanoid,blue,200,4,medium,5,bug,False,False,False,regular,63,s1c2
589,escavalier,bug | steel,1.0,33.0,495,70,135,105,60,105,20,0,2,0,0,0,0,arms,gray,75,4,medium,5,bug,False,False,False,regular,173,s2c2
590,foongus,grass | poison,0.2,1.0,294,69,55,45,55,55,15,1,0,0,0,0,0,arms,white,190,4,medium,5,plant,False,False,False,regular,59,s1c2
591,amoonguss,grass | poison,0.6,10.5,464,114,85,70,85,80,30,2,0,0,0,0,0,arms,white,75,4,medium,5,plant,False,False,False,regular,162,s2c2
592,frillish-male,water | ghost,1.2,33.0,335,55,40,50,65,85,40,0,0,0,0,1,0,tentacles,white,190,4,medium,5,indeterminate,False,False,False,regular,67,s1c2
593,jellicent-male,water | ghost,2.2,135.0,480,100,60,70,85,105,60,0,0,0,0,2,0,tentacles,white,60,4,medium,5,indeterminate,False,False,False,regular,168,s2c2
594,alomomola,water,1.2,31.6,470,165,75,80,40,45,65,2,0,0,0,0,0,fish,pink,75,4,fast,5,water1 | water2,False,False,False,regular,165,single
595,joltik,bug | electric,0.1,0.6,319,50,47,50,57,50,65,0,0,0,0,0,1,armor,yellow,190,4,medium,5,bug,False,False,False,regular,64,s1c2
596,galvantula,bug | electric,0.8,14.3,472,70,77,60,97,60,108,0,0,0,0,0,2,armor,yellow,75,4,medium,5,bug,False,False,False,regular,165,s2c2
597,ferroseed,grass | steel,0.6,18.8,305,44,50,91,24,86,10,0,0,1,0,0,0,ball,gray,255,4,medium,5,plant | mineral,False,False,False,regular,61,s1c2
598,ferrothorn,grass | steel,1.0,110.0,489,74,94,131,54,116,20,0,0,2,0,0,0,tentacles,gray,90,4,medium,5,plant | mineral,False,False,False,regular,171,s2c2
599,klink,steel,0.3,21.0,300,40,55,70,45,60,30,0,0,1,0,0,0,heads,gray,130,-1,medium-slow,5,mineral,False,False,False,regular,60,s1c3
600,klang,steel,0.6,51.0,440,60,80,95,70,85,50,0,0,2,0,0,0,heads,gray,60,-1,medium-slow,5,mineral,False,False,False,regular,154,s2c3
601,klinklang,steel,0.6,81.0,520,60,100,115,70,85,90,0,0,3,0,0,0,heads,gray,30,-1,medium-slow,5,mineral,False,False,False,regular,234,s3c3
602,tynamo,electric,0.2,0.3,275,35,55,40,45,40,60,0,0,0,0,0,1,fish,white,190,4,slow,5,indeterminate,False,False,False,regular,55,s1c3
603,eelektrik,electric,1.2,22.0,405,65,85,70,75,70,40,0,2,0,0,0,0,fish,blue,60,4,slow,5,indeterminate,False,False,False,regular,142,s2c3
604,eelektross,electric,2.1,80.5,515,85,115,80,105,80,50,0,3,0,0,0,0,fish,blue,30,4,slow,5,indeterminate,False,False,False,regular,232,s3c3
605,elgyem,psychic,0.5,9.0,335,55,55,55,85,55,30,0,0,0,1,0,0,upright,blue,255,4,medium,5,humanshape,False,False,False,regular,67,s1c2
606,beheeyem,psychic,1.0,34.5,485,75,75,75,125,95,40,0,0,0,2,0,0,humanoid,brown,90,4,medium,5,humanshape,False,False,False,regular,170,s2c2
607,litwick,ghost | fire,0.3,3.1,275,50,30,55,65,55,20,0,0,0,1,0,0,blob,white,190,4,medium-slow,5,indeterminate,False,False,False,regular,55,s1c3
608,lampent,ghost | fire,0.6,13.0,370,60,40,60,95,60,55,0,0,0,2,0,0,arms,black,90,4,medium-slow,5,indeterminate,False,False,False,regular,130,s2c3
609,chandelure,ghost | fire,1.0,34.3,520,60,55,90,145,90,80,0,0,0,3,0,0,arms,black,45,4,medium-slow,5,indeterminate,False,False,False,regular,234,s3c3
610,axew,dragon,0.6,18.0,320,46,87,60,30,40,57,0,1,0,0,0,0,upright,green,75,4,slow,5,monster | dragon,False,False,False,regular,64,s1c3
611,fraxure,dragon,1.0,36.0,410,66,117,70,40,50,67,0,2,0,0,0,0,upright,green,60,4,slow,5,monster | dragon,False,False,False,regular,144,s2c3
612,haxorus,dragon,1.8,105.5,540,76,147,90,60,70,97,0,3,0,0,0,0,upright,yellow,45,4,slow,5,monster | dragon,False,False,False,regular,243,s3c3
613,cubchoo,ice,0.5,8.5,305,55,70,40,60,40,40,0,1,0,0,0,0,upright,white,120,4,medium,5,ground,False,False,False,regular,61,s1c2
614,beartic,ice,2.6,260.0,505,95,130,80,70,80,50,0,2,0,0,0,0,quadruped,white,60,4,medium,5,ground,False,False,False,regular,177,s2c2
615,cryogonal,ice,1.1,148.0,515,80,50,50,95,135,105,0,0,0,0,2,0,ball,blue,25,-1,medium,5,mineral,False,False,False,regular,180,single
616,shelmet,bug,0.4,7.7,305,50,40,85,40,65,25,0,0,1,0,0,0,ball,red,200,4,medium,5,bug,False,False,False,regular,61,s1c2
617,accelgor,bug,0.8,25.3,495,80,70,40,100,60,145,0,0,0,0,0,2,arms,red,75,4,medium,5,bug,False,False,False,regular,173,s2c2
618,stunfisk,ground | electric,0.7,11.0,471,109,66,84,81,99,32,2,0,0,0,0,0,fish,brown,75,4,medium,5,water1 | indeterminate,False,False,False,regular,165,single
619,mienfoo,fighting,0.9,20.0,350,45,85,50,55,50,65,0,1,0,0,0,0,upright,yellow,180,4,medium-slow,5,ground | humanshape,False,False,False,regular,70,s1c2
620,mienshao,fighting,1.4,35.5,510,65,125,60,95,60,105,0,2,0,0,0,0,upright,purple,45,4,medium-slow,5,ground | humanshape,False,False,False,regular,179,s2c2
621,druddigon,dragon,1.6,139.0,485,77,120,90,60,90,48,0,2,0,0,0,0,upright,red,45,4,medium,5,dragon | monster,False,False,False,regular,170,single
622,golett,ground | ghost,1.0,92.0,303,59,74,50,35,50,35,0,1,0,0,0,0,humanoid,green,190,-1,medium,5,mineral,False,False,False,regular,61,s1c2
623,golurk,ground | ghost,2.8,330.0,483,89,124,80,55,80,55,0,2,0,0,0,0,humanoid,green,90,-1,medium,5,mineral,False,False,False,regular,169,s2c2
624,pawniard,dark | steel,0.5,10.2,340,45,85,70,40,40,60,0,1,0,0,0,0,humanoid,red,120,4,medium,5,humanshape,False,False,False,regular,68,s1c3
625,bisharp,dark | steel,1.6,70.0,490,65,125,100,60,70,70,0,2,0,0,0,0,humanoid,red,45,4,medium,5,humanshape,False,False,False,regular,172,s2c3
626,bouffalant,normal,1.6,94.6,490,95,110,95,40,95,55,0,2,0,0,0,0,quadruped,brown,45,4,medium,5,ground,False,False,False,regular,172,single
627,rufflet,normal | flying,0.5,10.5,350,70,83,50,37,50,60,0,1,0,0,0,0,wings,white,190,0,slow,5,flying,False,False,False,regular,70,s1c2
628,braviary,normal | flying,1.5,41.0,510,100,123,75,57,75,80,0,2,0,0,0,0,wings,red,60,0,slow,5,flying,False,False,False,regular,179,s2c2
629,vullaby,dark | flying,0.5,9.0,370,70,55,75,45,65,60,0,0,1,0,0,0,wings,brown,190,8,slow,5,flying,False,False,False,regular,74,s1c2
630,mandibuzz,dark | flying,1.2,39.5,510,110,65,105,55,95,80,0,0,0,2,0,0,wings,brown,60,8,slow,5,flying,False,False,False,regular,179,s2c2
631,heatmor,fire,1.4,58.0,484,85,97,66,105,66,65,0,0,0,2,0,0,upright,red,90,4,medium,5,ground,False,False,False,regular,169,single
632,durant,bug | steel,0.3,33.0,484,58,109,112,48,48,109,0,0,2,0,0,0,armor,gray,90,4,medium,5,bug,False,False,False,regular,169,single
633,deino,dark | dragon,0.8,17.3,300,52,65,50,45,50,38,0,1,0,0,0,0,quadruped,blue,45,4,slow,5,dragon,False,False,False,regular,60,s1c3
634,zweilous,dark | dragon,1.4,50.0,420,72,85,70,65,70,58,0,2,0,0,0,0,quadruped,blue,45,4,slow,5,dragon,False,False,False,regular,147,s2c3
635,hydreigon,dark | dragon,1.8,160.0,600,92,105,90,125,90,98,0,0,0,3,0,0,upright,blue,45,4,slow,5,dragon,False,False,False,regular,270,s3c3
636,larvesta,bug | fire,1.1,28.8,360,55,85,55,50,55,60,0,1,0,0,0,0,armor,white,45,4,slow,5,bug,False,False,False,regular,72,s1c2
637,volcarona,bug | fire,1.6,46.0,550,85,60,65,135,105,100,0,0,0,3,0,0,bug-wings,white,15,4,slow,5,bug,False,False,False,regular,248,s2c2
638,cobalion,steel | fighting,2.1,250.0,580,91,90,129,90,72,108,0,0,3,0,0,0,quadruped,blue,3,-1,slow,5,no-eggs,True,False,False,legendary,261,single
639,terrakion,rock | fighting,1.9,260.0,580,91,129,90,72,90,108,0,3,0,0,0,0,quadruped,gray,3,-1,slow,5,no-eggs,True,False,False,legendary,261,single
640,virizion,grass | fighting,2.0,200.0,580,91,90,72,90,129,108,0,0,0,0,3,0,quadruped,green,3,-1,slow,5,no-eggs,True,False,False,legendary,261,single
641,tornadus-incarnate,flying,1.5,63.0,580,79,115,70,125,80,111,0,3,0,0,0,0,arms,green,3,0,slow,5,no-eggs,True,False,False,legendary,261,single
642,thundurus-incarnate,electric | flying,1.5,61.0,580,79,115,70,125,80,111,0,3,0,0,0,0,arms,blue,3,0,slow,5,no-eggs,True,False,False,legendary,261,single
643,reshiram,dragon | fire,3.2,330.0,680,100,120,100,150,120,90,0,0,0,3,0,0,wings,white,3,-1,slow,5,no-eggs,True,False,False,legendary,306,single
644,zekrom,dragon | electric,2.9,345.0,680,100,150,120,120,100,90,0,3,0,0,0,0,upright,black,3,-1,slow,5,no-eggs,True,False,False,legendary,306,single
645,landorus-incarnate,ground | flying,1.5,68.0,600,89,125,90,115,80,101,0,0,0,3,0,0,arms,brown,3,0,slow,5,no-eggs,True,False,False,legendary,270,single
646,kyurem,dragon | ice,3.0,325.0,660,125,130,90,130,90,95,1,1,0,1,0,0,upright,gray,3,-1,slow,5,no-eggs,True,False,False,legendary,297,single
647,keldeo-ordinary,water | fighting,1.4,48.5,580,91,72,90,129,90,108,0,0,0,3,0,0,quadruped,yellow,3,-1,slow,5,no-eggs,False,True,False,mythical,261,single
648,meloetta-aria,normal | psychic,0.6,6.5,600,100,77,77,128,128,90,0,0,0,1,1,1,humanoid,white,3,-1,slow,5,no-eggs,False,True,False,mythical,270,single
649,genesect,bug | steel,1.5,82.5,600,71,120,95,120,95,99,0,1,0,1,0,1,humanoid,purple,3,-1,slow,5,no-eggs,False,True,False,mythical,270,single
650,chespin,grass,0.4,9.0,313,56,61,65,48,45,38,0,0,1,0,0,0,upright,green,45,1,medium-slow,6,ground,False,False,False,regular,63,s1c3
651,quilladin,grass,0.7,29.0,405,61,78,95,56,58,57,0,0,2,0,0,0,upright,green,45,1,medium-slow,6,ground,False,False,False,regular,142,s2c3
652,chesnaught,grass | fighting,1.6,90.0,530,88,107,122,74,75,64,0,0,3,0,0,0,upright,green,45,1,medium-slow,6,ground,False,False,False,regular,239,s3c3
653,fennekin,fire,0.4,9.4,307,40,45,40,62,60,60,0,0,0,1,0,0,quadruped,red,45,1,medium-slow,6,ground,False,False,False,regular,61,s1c3
654,braixen,fire,1.0,14.5,409,59,59,58,90,70,73,0,0,0,2,0,0,upright,red,45,1,medium-slow,6,ground,False,False,False,regular,143,s2c3
655,delphox,fire | psychic,1.5,39.0,534,75,69,72,114,100,104,0,0,0,3,0,0,upright,red,45,1,medium-slow,6,ground,False,False,False,regular,240,s3c3
656,froakie,water,0.3,7.0,314,41,56,40,62,44,71,0,0,0,0,0,1,quadruped,blue,45,1,medium-slow,6,water1,False,False,False,regular,63,s1c3
657,frogadier,water,0.6,10.9,405,54,63,52,83,56,97,0,0,0,0,0,2,humanoid,blue,45,1,medium-slow,6,water1,False,False,False,regular,142,s2c3
658,greninja,water | dark,1.5,40.0,530,72,95,67,103,71,122,0,0,0,0,0,3,humanoid,blue,45,1,medium-slow,6,water1,False,False,False,regular,239,s3c3
659,bunnelby,normal,0.4,5.0,237,38,36,38,32,36,57,0,0,0,0,0,1,upright,brown,255,4,medium,6,ground,False,False,False,regular,47,s1c2
660,diggersby,normal | ground,1.0,42.4,423,85,56,77,50,77,78,2,0,0,0,0,0,upright,brown,127,4,medium,6,ground,False,False,False,regular,148,s2c2
661,fletchling,normal | flying,0.3,1.7,278,45,50,43,40,38,62,0,0,0,0,0,1,wings,red,255,4,medium-slow,6,flying,False,False,False,regular,56,s1c3
662,fletchinder,fire | flying,0.7,16.0,382,62,73,55,56,52,84,0,0,0,0,0,2,wings,red,120,4,medium-slow,6,flying,False,False,False,regular,134,s2c3
663,talonflame,fire | flying,1.2,24.5,499,78,81,71,74,69,126,0,0,0,0,0,3,wings,red,45,4,medium-slow,6,flying,False,False,False,regular,175,s3c3
664,scatterbug,bug,0.3,2.5,200,38,35,40,27,25,35,0,0,1,0,0,0,armor,black,255,4,medium,6,bug,False,False,False,regular,40,s1c3
665,spewpa,bug,0.3,8.4,213,45,22,60,27,30,29,0,0,2,0,0,0,blob,black,120,4,medium,6,bug,False,False,False,regular,75,s2c3
666,vivillon,bug | flying,1.2,17.0,411,80,52,50,90,50,89,1,0,0,1,0,1,bug-wings,white,45,4,medium,6,bug,False,False,False,regular,185,s3c3
667,litleo,fire | normal,0.6,13.5,369,62,50,58,73,54,72,0,0,0,1,0,0,quadruped,brown,220,7,medium-slow,6,ground,False,False,False,regular,74,s1c2
